trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
550,False,"{'a': 0.1, 'e': 0.8525245220595057}",20,0,-76.56784323485066,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
551,False,"{'a': 0.1, 'e': 0.8520014086554641}",30,0,-69.05903859907241,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
552,False,"{'a': 0.1, 'e': 0.8514774432500848}",20,0,-43.57755536005567,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
553,False,"{'a': 0.1, 'e': 0.8509526263673333}",20,0,-39.43176735086749,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
554,False,"{'a': 0.1, 'e': 0.8504269585320262}",25,0,-102.21169777912596,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
555,False,"{'a': 0.1, 'e': 0.8499004402698315}",25,0,-115.70964395651231,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
556,False,"{'a': 0.1, 'e': 0.8493730721072673}",20,7,-78.13163367267839,"{0: 5, 1: 1, 2: 6, 3: 1, 4: 0}",1
557,False,"{'a': 0.1, 'e': 0.8488448545717019}",25,0,-95.40598792723972,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
558,False,"{'a': 0.1, 'e': 0.8483157881913526}",20,0,-69.91642831471312,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
559,False,"{'a': 0.1, 'e': 0.8477858734952858}",30,16,-133.3912549965569,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 3}",1
560,False,"{'a': 0.1, 'e': 0.8472551110134161}",20,0,-57.516338014948445,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
561,False,"{'a': 0.1, 'e': 0.846723501276506}",30,15,-80.43591402381278,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
562,False,"{'a': 0.1, 'e': 0.8461910448161652}",25,0,-88.0752645361901,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
563,False,"{'a': 0.1, 'e': 0.8456577421648501}",35,2,-64.3664359865224,"{0: 27, 1: 1, 2: 3, 3: 1, 4: 1}",1
564,False,"{'a': 0.1, 'e': 0.8451235938558634}",35,0,-264.59164725604376,"{0: 14, 1: 2, 2: 15, 3: 2, 4: 2}",0
565,False,"{'a': 0.1, 'e': 0.8445886004233532}",25,0,-88.63402778946177,"{0: 20, 1: 0, 2: 1, 3: 3, 4: 1}",0
566,False,"{'a': 0.1, 'e': 0.844052762402313}",20,0,-81.84934301251786,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
567,False,"{'a': 0.1, 'e': 0.8435160803285806}",20,0,-101.15993042859458,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
568,False,"{'a': 0.1, 'e': 0.8429785547388383}",20,0,-77.55936159832787,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
569,False,"{'a': 0.1, 'e': 0.8424401861706114}",25,0,-30.88999899031887,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
570,False,"{'a': 0.1, 'e': 0.8419009751622687}",30,7,-58.21055414105951,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
571,False,"{'a': 0.1, 'e': 0.841360922253021}",30,12,-71.79846485313584,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
572,False,"{'a': 0.1, 'e': 0.840820027982921}",30,0,-47.943899711566296,"{0: 22, 1: 0, 2: 8, 3: 0, 4: 0}",0
573,False,"{'a': 0.1, 'e': 0.8402782928928632}",20,0,-118.8080188813933,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
574,False,"{'a': 0.1, 'e': 0.8397357175245823}",20,0,-169.30557525409972,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
575,False,"{'a': 0.1, 'e': 0.8391923024206541}",20,0,-84.33061683732899,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
576,False,"{'a': 0.1, 'e': 0.8386480481244933}",25,0,-184.0614684829258,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
577,False,"{'a': 0.1, 'e': 0.8381029551803544}",25,11,-15.365729077118107,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
578,False,"{'a': 0.1, 'e': 0.8375570241333301}",25,0,-128.28821462710792,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
579,False,"{'a': 0.1, 'e': 0.8370102555293514}",25,9,-106.75225486147504,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 2}",1
580,False,"{'a': 0.1, 'e': 0.8364626499151869}",20,1,-83.34724352551041,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 1}",1
581,False,"{'a': 0.1, 'e': 0.8359142078384423}",30,0,-119.24874979983431,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 3}",0
582,False,"{'a': 0.1, 'e': 0.8353649298475594}",30,10,-2.5223505557329413,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
583,False,"{'a': 0.1, 'e': 0.8348148164918164}",30,0,-193.31538124794707,"{0: 16, 1: 3, 2: 8, 3: 0, 4: 3}",0
584,False,"{'a': 0.1, 'e': 0.8342638683213264}",25,0,-123.82612510928995,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
585,False,"{'a': 0.1, 'e': 0.8337120858870376}",30,0,-131.79941937128922,"{0: 21, 1: 0, 2: 5, 3: 3, 4: 1}",0
586,False,"{'a': 0.1, 'e': 0.8331594697407324}",20,0,-71.82052105267553,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
587,False,"{'a': 0.1, 'e': 0.8326060204350269}",30,0,-159.43799681747913,"{0: 21, 1: 4, 2: 1, 3: 0, 4: 4}",0
588,False,"{'a': 0.1, 'e': 0.8320517385233703}",20,10,-5.887182652431973,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
589,False,"{'a': 0.1, 'e': 0.8314966245600446}",25,0,-187.80546476027143,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 4}",0
590,False,"{'a': 0.1, 'e': 0.8309406791001634}",30,1,-43.82051175568717,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 0}",1
591,False,"{'a': 0.1, 'e': 0.8303839026996727}",20,0,-19.48881144783836,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
592,False,"{'a': 0.1, 'e': 0.8298262959153483}",35,0,-44.13148777544369,"{0: 25, 1: 5, 2: 5, 3: 0, 4: 0}",0
593,False,"{'a': 0.1, 'e': 0.8292678593047971}",20,0,-17.813471059438342,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
594,False,"{'a': 0.1, 'e': 0.8287085934264558}",20,1,-43.03080763765276,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
595,False,"{'a': 0.1, 'e': 0.8281484988395901}",20,0,-95.41597796624961,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
596,False,"{'a': 0.1, 'e': 0.8275875761042946}",20,0,-13.314137093602458,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
597,False,"{'a': 0.1, 'e': 0.8270258257814919}",20,3,-25.347537012812445,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
598,False,"{'a': 0.1, 'e': 0.8264632484329323}",35,0,-154.03705636931744,"{0: 22, 1: 5, 2: 4, 3: 2, 4: 2}",0
599,False,"{'a': 0.1, 'e': 0.8258998446211931}",20,0,-52.54017582415254,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
600,False,"{'a': 0.1, 'e': 0.8253356149096783}",20,0,-19.618711833181546,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
601,False,"{'a': 0.1, 'e': 0.8247705598626173}",25,12,17.365474726794634,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.1, 'e': 0.8242046800450651}",25,15,-53.72790455954734,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 1}",1
603,False,"{'a': 0.1, 'e': 0.8236379760229016}",20,0,-35.78568773737403,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
604,False,"{'a': 0.1, 'e': 0.8230704483628307}",20,0,-152.62268744024584,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
605,False,"{'a': 0.1, 'e': 0.82250209763238}",25,6,-74.31537308312038,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 1}",1
606,False,"{'a': 0.1, 'e': 0.8219329243999003}",20,0,-48.733935363423,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
607,False,"{'a': 0.1, 'e': 0.8213629292345646}",20,0,-124.41065976381773,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
608,False,"{'a': 0.1, 'e': 0.8207921127063681}",25,0,-83.56299098808199,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
609,False,"{'a': 0.1, 'e': 0.8202204753861273}",20,0,-47.5722408266359,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
610,False,"{'a': 0.1, 'e': 0.8196480178454795}",20,0,-49.05648892019789,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
611,False,"{'a': 0.1, 'e': 0.8190747406568822}",20,9,-34.13175996850081,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
612,False,"{'a': 0.1, 'e': 0.8185006443936125}",25,11,-97.8615192617932,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 2}",1
613,False,"{'a': 0.1, 'e': 0.8179257296297665}",20,0,-28.575316728972677,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
614,False,"{'a': 0.1, 'e': 0.8173499969402591}",20,3,-41.22713366959079,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
615,False,"{'a': 0.1, 'e': 0.8167734469008229}",35,0,-65.37088644024246,"{0: 24, 1: 4, 2: 6, 3: 1, 4: 0}",0
616,False,"{'a': 0.1, 'e': 0.8161960800880078}",20,0,-153.14989472315838,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
617,False,"{'a': 0.1, 'e': 0.8156178970791806}",25,1,-84.48981408886344,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 1}",1
618,False,"{'a': 0.1, 'e': 0.8150388984525244}",35,0,-137.8419545850921,"{0: 24, 1: 3, 2: 5, 3: 1, 4: 2}",0
619,False,"{'a': 0.1, 'e': 0.8144590847870377}",20,0,-105.97643762579501,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
620,False,"{'a': 0.1, 'e': 0.8138784566625339}",25,0,-120.35526564790608,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
621,False,"{'a': 0.1, 'e': 0.8132970146596414}",25,18,-9.1734421052382,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.1, 'e': 0.812714759359802}",20,0,-77.93636666301876,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
623,False,"{'a': 0.1, 'e': 0.812131691345271}",25,0,-42.75582032239123,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
624,False,"{'a': 0.1, 'e': 0.8115478111991162}",20,0,-166.1724030743,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
625,False,"{'a': 0.1, 'e': 0.8109631195052179}",20,0,-49.119248772969975,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
626,False,"{'a': 0.1, 'e': 0.8103776168482677}",30,15,-10.08403992578519,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
627,False,"{'a': 0.1, 'e': 0.8097913038137682}",35,0,-152.26131962077727,"{0: 22, 1: 3, 2: 6, 3: 3, 4: 1}",0
628,False,"{'a': 0.1, 'e': 0.8092041809880323}",20,1,-73.42549086361528,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 0}",1
629,False,"{'a': 0.1, 'e': 0.8086162489581828}",20,0,-66.15340459035183,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
630,False,"{'a': 0.1, 'e': 0.8080275083121519}",20,8,-36.288392867150804,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 0}",1
631,False,"{'a': 0.1, 'e': 0.8074379596386799}",20,0,-74.24507020640007,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
632,False,"{'a': 0.1, 'e': 0.8068476035273155}",20,0,-54.772400566508686,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
633,False,"{'a': 0.1, 'e': 0.806256440568415}",25,0,-82.9579820521252,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
634,False,"{'a': 0.1, 'e': 0.8056644713531409}",20,0,-53.219554376795145,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
635,False,"{'a': 0.1, 'e': 0.8050716964734628}",20,0,-85.4132133524881,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
636,False,"{'a': 0.1, 'e': 0.8044781165221552}",20,8,-1.8064713571341413,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
637,False,"{'a': 0.1, 'e': 0.8038837320927981}",25,0,-83.17507103980161,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
638,False,"{'a': 0.1, 'e': 0.8032885437797759}",20,11,-24.67450691674898,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
639,False,"{'a': 0.1, 'e': 0.8026925521782768}",25,11,-124.58914864492752,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 2}",1
640,False,"{'a': 0.1, 'e': 0.8020957578842927}",20,0,-4.76778270311988,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
641,False,"{'a': 0.1, 'e': 0.8014981614946173}",20,15,-30.395732945383262,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
642,False,"{'a': 0.1, 'e': 0.8008997636068472}",25,0,-123.99747663243696,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
643,False,"{'a': 0.1, 'e': 0.8003005648193803}",20,0,-77.90768945958602,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
644,False,"{'a': 0.1, 'e': 0.7997005657314152}",25,0,-118.35208901647428,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
645,False,"{'a': 0.1, 'e': 0.7990997669429512}",20,13,-21.859305839448556,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
646,False,"{'a': 0.1, 'e': 0.7984981690547867}",20,0,-49.59537415853954,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
647,False,"{'a': 0.1, 'e': 0.7978957726685196}",30,0,-82.25243236251923,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
648,False,"{'a': 0.1, 'e': 0.7972925783865465}",20,0,-130.73633900471424,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
649,False,"{'a': 0.1, 'e': 0.7966885868120613}",20,0,-70.63401757831495,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
650,False,"{'a': 0.1, 'e': 0.7960837985490559}",20,13,-11.098347445806947,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
651,False,"{'a': 0.1, 'e': 0.795478214202318}",20,0,-42.34164471422375,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
652,False,"{'a': 0.1, 'e': 0.7948718343774324}",25,0,-117.922545980191,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
653,False,"{'a': 0.1, 'e': 0.7942646596807786}",20,0,-57.81972958701044,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
654,False,"{'a': 0.1, 'e': 0.7936566907195313}",20,0,-93.29036977789627,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
655,False,"{'a': 0.1, 'e': 0.7930479281016595}",25,0,-191.979300710442,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
656,False,"{'a': 0.1, 'e': 0.7924383724359255}",20,0,-119.52261979431323,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
657,False,"{'a': 0.1, 'e': 0.7918280243318853}",25,9,-6.745879206362965,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
658,False,"{'a': 0.1, 'e': 0.7912168843998866}",20,0,-145.08576587821491,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
659,False,"{'a': 0.1, 'e': 0.7906049532510695}",25,2,-64.54615999546648,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
660,False,"{'a': 0.1, 'e': 0.7899922314973651}",30,15,-49.88935339514894,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
661,False,"{'a': 0.1, 'e': 0.789378719751495}",30,0,-119.5391556314111,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
662,False,"{'a': 0.1, 'e': 0.7887644186269709}",25,0,-149.7676080811858,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
663,False,"{'a': 0.1, 'e': 0.7881493287380938}",25,0,-146.1121641357248,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
664,False,"{'a': 0.1, 'e': 0.7875334506999538}",20,4,4.384277447944763,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.1, 'e': 0.7869167851284287}",25,0,-93.00181968236127,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
666,False,"{'a': 0.1, 'e': 0.7862993326401839}",30,4,-188.68329879014377,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 3}",1
667,False,"{'a': 0.1, 'e': 0.7856810938526722}",20,4,-73.77415628111929,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
668,False,"{'a': 0.1, 'e': 0.785062069384132}",20,0,-70.7457744653388,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
669,False,"{'a': 0.1, 'e': 0.7844422598535878}",35,0,-216.95441469650328,"{0: 20, 1: 7, 2: 4, 3: 0, 4: 4}",0
670,False,"{'a': 0.1, 'e': 0.7838216658808492}",30,0,-88.95623890763109,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",1
671,False,"{'a': 0.1, 'e': 0.7832002880865101}",20,0,-72.54867454830907,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
672,False,"{'a': 0.1, 'e': 0.7825781270919481}",20,0,-39.39900013819773,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
673,False,"{'a': 0.1, 'e': 0.7819551835193241}",20,0,-10.215675428944339,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
674,False,"{'a': 0.1, 'e': 0.781331457991582}",20,0,-77.8821865698141,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
675,False,"{'a': 0.1, 'e': 0.7807069511324468}",35,0,-81.34355722848174,"{0: 27, 1: 3, 2: 3, 3: 1, 4: 1}",0
676,False,"{'a': 0.1, 'e': 0.7800816635664256}",25,0,-163.41177179426913,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
677,False,"{'a': 0.1, 'e': 0.7794555959188059}",25,0,-148.12570780294567,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
678,False,"{'a': 0.1, 'e': 0.7788287488156552}",20,0,-17.10117871431181,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
679,False,"{'a': 0.1, 'e': 0.7782011228838206}",30,9,-57.51979929857963,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 1}",1
680,False,"{'a': 0.1, 'e': 0.7775727187509279}",20,0,-46.15703863354626,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
681,False,"{'a': 0.1, 'e': 0.7769435370453812}",30,0,-72.1392899048192,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
682,False,"{'a': 0.1, 'e': 0.7763135783963624}",20,10,-29.200929363648584,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
683,False,"{'a': 0.1, 'e': 0.7756828434338298}",25,15,-7.6588308994610905,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
684,False,"{'a': 0.1, 'e': 0.7750513327885183}",20,0,-9.833782362449561,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
685,False,"{'a': 0.1, 'e': 0.7744190470919388}",25,0,-181.89214922595477,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
686,False,"{'a': 0.1, 'e': 0.7737859869763766}",20,0,-126.08484540534354,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
687,False,"{'a': 0.1, 'e': 0.7731521530748919}",20,0,-52.71987149103062,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
688,False,"{'a': 0.1, 'e': 0.7725175460213186}",30,0,-71.85479227681964,"{0: 18, 1: 4, 2: 8, 3: 0, 4: 0}",0
689,False,"{'a': 0.1, 'e': 0.7718821664502636}",25,0,-45.46346790998902,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
690,False,"{'a': 0.1, 'e': 0.7712460149971065}",20,0,-128.88405822296258,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
691,False,"{'a': 0.1, 'e': 0.7706090922979988}",35,0,-82.68607437891448,"{0: 24, 1: 4, 2: 5, 3: 2, 4: 0}",0
692,False,"{'a': 0.1, 'e': 0.7699713989898629}",30,0,-135.86214114144042,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
693,False,"{'a': 0.1, 'e': 0.7693329357103922}",20,12,12.880458290732182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.1, 'e': 0.7686937030980499}",25,0,-123.52341451078257,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
695,False,"{'a': 0.1, 'e': 0.7680537017920686}",20,0,-131.90888574779638,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
696,False,"{'a': 0.1, 'e': 0.7674129324324493}",20,12,-6.08786976869394,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
697,False,"{'a': 0.1, 'e': 0.7667713956599618}",20,0,-20.136614359283676,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
698,False,"{'a': 0.1, 'e': 0.7661290921161423}",20,13,-10.54885333495729,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
699,False,"{'a': 0.1, 'e': 0.7654860224432947}",20,0,-74.4614740259794,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
700,False,"{'a': 0.1, 'e': 0.7648421872844884}",20,0,-24.388345715903306,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
701,False,"{'a': 0.1, 'e': 0.7641975872835586}",25,14,-40.341223265826756,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
702,False,"{'a': 0.1, 'e': 0.7635522230851051}",30,0,-93.55671020117897,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
703,False,"{'a': 0.1, 'e': 0.7629060953344922}",20,0,-77.38485245243658,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
704,False,"{'a': 0.1, 'e': 0.7622592046778476}",25,0,-52.29108318768943,"{0: 16, 1: 6, 2: 2, 3: 1, 4: 0}",0
705,False,"{'a': 0.1, 'e': 0.7616115517620617}",20,0,-125.05691333954675,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
706,False,"{'a': 0.1, 'e': 0.7609631372347876}",25,0,-114.88704047576755,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
707,False,"{'a': 0.1, 'e': 0.7603139617444397}",25,0,-102.88844829457194,"{0: 17, 1: 1, 2: 2, 3: 5, 4: 0}",0
708,False,"{'a': 0.1, 'e': 0.7596640259401933}",25,0,-149.7891491149468,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
709,False,"{'a': 0.1, 'e': 0.7590133304719844}",25,7,-35.85776524923706,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
710,False,"{'a': 0.1, 'e': 0.7583618759905082}",20,0,-36.82405267832239,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
711,False,"{'a': 0.1, 'e': 0.7577096631472192}",20,0,-61.94539260182798,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
712,False,"{'a': 0.1, 'e': 0.7570566925943303}",25,0,-73.77017234094218,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
713,False,"{'a': 0.1, 'e': 0.7564029649848117}",30,0,-69.89441429639879,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
714,False,"{'a': 0.1, 'e': 0.7557484809723913}",20,6,-92.43165498034766,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
715,False,"{'a': 0.1, 'e': 0.7550932412115529}",20,0,-153.41792205091167,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
716,False,"{'a': 0.1, 'e': 0.7544372463575362}",20,0,-81.49091423160068,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
717,False,"{'a': 0.1, 'e': 0.753780497066336}",25,10,-31.052219367029302,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
718,False,"{'a': 0.1, 'e': 0.7531229939947015}",20,1,-7.683359131322254,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
719,False,"{'a': 0.1, 'e': 0.7524647378001358}",20,7,-31.603891586421554,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
720,False,"{'a': 0.1, 'e': 0.751805729140895}",25,0,-52.992121860478065,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
721,False,"{'a': 0.1, 'e': 0.7511459686759877}",20,0,-26.32687843012972,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
722,False,"{'a': 0.1, 'e': 0.7504854570651743}",25,0,-132.22505925577786,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
723,False,"{'a': 0.1, 'e': 0.7498241949689665}",20,14,-10.68821196639914,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
724,False,"{'a': 0.1, 'e': 0.7491621830486261}",20,0,-78.75992974173089,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
725,False,"{'a': 0.1, 'e': 0.7484994219661651}",20,0,-148.86944013124202,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
726,False,"{'a': 0.1, 'e': 0.7478359123843445}",25,0,-69.67985112858322,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",1
727,False,"{'a': 0.1, 'e': 0.7471716549666739}",25,0,-47.207987839401575,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
728,False,"{'a': 0.1, 'e': 0.7465066503774105}",20,0,-87.05539200478253,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
729,False,"{'a': 0.1, 'e': 0.745840899281559}",30,16,-82.57452955551568,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 1}",1
730,False,"{'a': 0.1, 'e': 0.7451744023448704}",25,0,-85.98535128147854,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
731,False,"{'a': 0.1, 'e': 0.7445071602338416}",20,0,-22.39350426939025,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
732,False,"{'a': 0.1, 'e': 0.7438391736157144}",25,0,-60.87965596474527,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
733,False,"{'a': 0.1, 'e': 0.7431704431584757}",30,0,-153.7862244049973,"{0: 20, 1: 1, 2: 4, 3: 3, 4: 2}",0
