trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.1, 'e': 0.9834836661932461}",20,0,-165.28540991273786,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
183,False,"{'a': 0.1, 'e': 0.9833021775801796}",30,0,-198.15640974900003,"{0: 16, 1: 4, 2: 6, 3: 1, 4: 3}",0
184,False,"{'a': 0.1, 'e': 0.9831197056650174}",25,0,-89.63777250195064,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
185,False,"{'a': 0.1, 'e': 0.9829362506302315}",20,0,-112.52064835516491,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
186,False,"{'a': 0.1, 'e': 0.9827518126592768}",20,0,-105.59005414610631,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
187,False,"{'a': 0.1, 'e': 0.9825663919365915}",25,0,-145.48159487110388,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
188,False,"{'a': 0.1, 'e': 0.9823799886475959}",20,0,-73.00189105815511,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
189,False,"{'a': 0.1, 'e': 0.9821926029786937}",20,0,-115.9650594081753,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
190,False,"{'a': 0.1, 'e': 0.9820042351172703}",20,0,-122.11338250205955,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
191,False,"{'a': 0.1, 'e': 0.9818148852516937}",25,0,-103.80234637084781,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
192,False,"{'a': 0.1, 'e': 0.9816245535713135}",20,0,-36.31243977886753,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
193,False,"{'a': 0.1, 'e': 0.9814332402664617}",25,0,-62.92806833186151,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
194,False,"{'a': 0.1, 'e': 0.9812409455284513}",20,0,-62.89386357884373,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
195,False,"{'a': 0.1, 'e': 0.9810476695495772}",25,0,-65.70185713507114,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
196,False,"{'a': 0.1, 'e': 0.9808534125231153}",25,0,-123.1680462317491,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
197,False,"{'a': 0.1, 'e': 0.9806581746433227}",25,0,-109.8534177384765,"{0: 15, 1: 6, 2: 2, 3: 0, 4: 2}",0
198,False,"{'a': 0.1, 'e': 0.9804619561054371}",25,0,-86.55163448747676,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
199,False,"{'a': 0.1, 'e': 0.9802647571056771}",30,0,-98.37826750401778,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
200,False,"{'a': 0.1, 'e': 0.9800665778412416}",20,0,-122.34619180804393,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
201,False,"{'a': 0.1, 'e': 0.97986741851031}",20,0,-67.15829744563618,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
202,False,"{'a': 0.1, 'e': 0.9796672793120416}",25,2,-103.29173110512984,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 2}",1
203,False,"{'a': 0.1, 'e': 0.9794661604465754}",25,0,-178.71975064629504,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
204,False,"{'a': 0.1, 'e': 0.9792640621150305}",25,0,-167.09077055614677,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
205,False,"{'a': 0.1, 'e': 0.9790609845195051}",30,0,-93.27619809671961,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
206,False,"{'a': 0.1, 'e': 0.9788569278630767}",20,0,-102.96937846330493,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
207,False,"{'a': 0.1, 'e': 0.978651892349802}",20,0,-145.77059498487787,"{0: 9, 1: 2, 2: 5, 3: 3, 4: 1}",0
208,False,"{'a': 0.1, 'e': 0.9784458781847165}",25,0,-202.52075245439465,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
209,False,"{'a': 0.1, 'e': 0.9782388855738344}",20,1,-59.969798327183156,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 0}",1
210,False,"{'a': 0.1, 'e': 0.9780309147241483}",25,0,-100.9043649289085,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
211,False,"{'a': 0.1, 'e': 0.9778219658436289}",30,0,-235.34005704897814,"{0: 16, 1: 3, 2: 6, 3: 1, 4: 4}",0
212,False,"{'a': 0.1, 'e': 0.9776120391412251}",30,0,-231.27072915714743,"{0: 18, 1: 1, 2: 5, 3: 2, 4: 4}",0
213,False,"{'a': 0.1, 'e': 0.9774011348268636}",20,0,-74.53388851225682,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
214,False,"{'a': 0.1, 'e': 0.9771892531114489}",25,0,-23.920567081389102,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
215,False,"{'a': 0.1, 'e': 0.9769763942068623}",20,0,-39.12654572500293,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
216,False,"{'a': 0.1, 'e': 0.9767625583259631}",25,0,-148.19273915499429,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
217,False,"{'a': 0.1, 'e': 0.976547745682587}",30,0,-96.8152913305669,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
218,False,"{'a': 0.1, 'e': 0.9763319564915464}",20,0,-222.56142833711445,"{0: 6, 1: 4, 2: 5, 3: 2, 4: 3}",0
219,False,"{'a': 0.1, 'e': 0.9761151909686308}",35,0,-163.78824946964482,"{0: 18, 1: 5, 2: 10, 3: 1, 4: 1}",0
220,False,"{'a': 0.1, 'e': 0.9758974493306055}",20,0,-213.5510703421995,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 4}",0
221,False,"{'a': 0.1, 'e': 0.9756787317952123}",25,0,-145.31855685725,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
222,False,"{'a': 0.1, 'e': 0.9754590385811684}",35,0,-178.82582783864873,"{0: 20, 1: 3, 2: 9, 3: 1, 4: 2}",0
223,False,"{'a': 0.1, 'e': 0.9752383699081674}",20,0,-131.37885744784558,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
224,False,"{'a': 0.1, 'e': 0.9750167259968777}",20,0,-53.10457750243062,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
225,False,"{'a': 0.1, 'e': 0.9747941070689433}",25,0,-64.47656788591613,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
226,False,"{'a': 0.1, 'e': 0.974570513346983}",20,0,-85.51707295392546,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
227,False,"{'a': 0.1, 'e': 0.9743459450545906}",20,6,-51.416715528681046,"{0: 10, 1: 0, 2: 1, 3: 3, 4: 0}",1
228,False,"{'a': 0.1, 'e': 0.9741204024163344}",20,6,-22.627936930947374,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
229,False,"{'a': 0.1, 'e': 0.9738938856577568}",20,0,-198.9512453636287,"{0: 9, 1: 0, 2: 7, 3: 1, 4: 3}",0
230,False,"{'a': 0.1, 'e': 0.9736663950053749}",25,0,-245.22216288475357,"{0: 9, 1: 4, 2: 6, 3: 3, 4: 3}",0
231,False,"{'a': 0.1, 'e': 0.9734379306866789}",20,4,-94.14204870667002,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 1}",1
232,False,"{'a': 0.1, 'e': 0.9732084929301336}",25,0,-126.84816810968242,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
233,False,"{'a': 0.1, 'e': 0.9729780819651762}",25,0,-187.28713165803134,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
234,False,"{'a': 0.1, 'e': 0.9727466980222181}",30,0,-211.63696495762957,"{0: 14, 1: 3, 2: 9, 3: 2, 4: 2}",0
235,False,"{'a': 0.1, 'e': 0.972514341332643}",20,9,-46.468958825514385,"{0: 5, 1: 2, 2: 3, 3: 1, 4: 0}",1
236,False,"{'a': 0.1, 'e': 0.9722810121288076}",25,0,-240.8152847184314,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 4}",0
237,False,"{'a': 0.1, 'e': 0.9720467106440411}",25,0,-123.66681905934566,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
238,False,"{'a': 0.1, 'e': 0.971811437112645}",25,20,5.678931344643157,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.1, 'e': 0.9715751917698927}",25,0,-107.02178753308809,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
240,False,"{'a': 0.1, 'e': 0.9713379748520297}",20,0,-79.44815526978604,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
241,False,"{'a': 0.1, 'e': 0.9710997865962726}",20,0,-142.20710175931194,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
242,False,"{'a': 0.1, 'e': 0.97086062724081}",25,0,-115.23060783786593,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
243,False,"{'a': 0.1, 'e': 0.970620497024801}",25,0,-68.78081212116606,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
244,False,"{'a': 0.1, 'e': 0.9703793961883759}",20,0,-214.26052967492336,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 4}",0
245,False,"{'a': 0.1, 'e': 0.9701373249726354}",25,0,-139.85379808257935,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
246,False,"{'a': 0.1, 'e': 0.9698942836196508}",20,0,-103.42828019930103,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
247,False,"{'a': 0.1, 'e': 0.9696502723724634}",30,0,-73.92100152617996,"{0: 20, 1: 5, 2: 3, 3: 2, 4: 0}",0
248,False,"{'a': 0.1, 'e': 0.9694052914750845}",20,0,-120.18805138801864,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
249,False,"{'a': 0.1, 'e': 0.9691593411724948}",30,0,-153.84547953557316,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
250,False,"{'a': 0.1, 'e': 0.9689124217106447}",20,0,-47.909887289370815,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
251,False,"{'a': 0.1, 'e': 0.9686645333364537}",25,0,-109.6557747696389,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
252,False,"{'a': 0.1, 'e': 0.9684156762978101}",20,0,-77.45794701341772,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
253,False,"{'a': 0.1, 'e': 0.9681658508435709}",25,0,-103.77660640402667,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
254,False,"{'a': 0.1, 'e': 0.9679150572235615}",20,0,-205.7646268764968,"{0: 7, 1: 1, 2: 7, 3: 3, 4: 2}",0
255,False,"{'a': 0.1, 'e': 0.9676632956885756}",20,0,-67.6649211397209,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
256,False,"{'a': 0.1, 'e': 0.9674105664903746}",25,0,-248.31663514555586,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 5}",0
257,False,"{'a': 0.1, 'e': 0.9671568698816877}",20,0,-198.03200665066387,"{0: 10, 1: 0, 2: 5, 3: 2, 4: 3}",0
258,False,"{'a': 0.1, 'e': 0.9669022061162116}",20,0,-130.11060029348536,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
259,False,"{'a': 0.1, 'e': 0.9666465754486098}",35,0,-181.08154984087795,"{0: 23, 1: 0, 2: 7, 3: 3, 4: 2}",0
260,False,"{'a': 0.1, 'e': 0.9663899781345132}",25,0,-87.06877598215961,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
261,False,"{'a': 0.1, 'e': 0.966132414430519}",20,0,-102.13053461517752,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
262,False,"{'a': 0.1, 'e': 0.9658738845941909}",20,0,-120.4108237495547,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
263,False,"{'a': 0.1, 'e': 0.9656143888840587}",20,0,-121.71076195374229,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
264,False,"{'a': 0.1, 'e': 0.965353927559618}",25,0,-92.17209072496254,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
265,False,"{'a': 0.1, 'e': 0.9650925008813303}",30,0,-174.4679967282818,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
266,False,"{'a': 0.1, 'e': 0.9648301091106221}",20,0,-100.23682643350898,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
267,False,"{'a': 0.1, 'e': 0.9645667525098851}",20,0,-125.33321873923909,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
268,False,"{'a': 0.1, 'e': 0.9643024313424761}",20,0,-50.06674900609876,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
269,False,"{'a': 0.1, 'e': 0.964037145872716}",25,0,-110.44030647979582,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
270,False,"{'a': 0.1, 'e': 0.9637708963658905}",20,0,-203.02780955546822,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
271,False,"{'a': 0.1, 'e': 0.9635036830882489}",25,0,-93.14059733490356,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
272,False,"{'a': 0.1, 'e': 0.9632355063070045}",25,0,-200.3735986213818,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 4}",0
273,False,"{'a': 0.1, 'e': 0.962966366290334}",20,0,-200.05874758417923,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
274,False,"{'a': 0.1, 'e': 0.9626962633073776}",20,0,-45.80773005585451,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
275,False,"{'a': 0.1, 'e': 0.962425197628238}",20,0,-128.54952989546265,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
276,False,"{'a': 0.1, 'e': 0.9621531695239809}",20,0,-186.94996376696952,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
277,False,"{'a': 0.1, 'e': 0.9618801792666346}",20,0,-201.1346100071676,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
278,False,"{'a': 0.1, 'e': 0.9616062271291891}",25,0,-84.50955324457085,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
279,False,"{'a': 0.1, 'e': 0.9613313133855966}",20,0,-46.613088364309746,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
280,False,"{'a': 0.1, 'e': 0.9610554383107709}",20,0,-167.4520731561558,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
281,False,"{'a': 0.1, 'e': 0.960778602180587}",20,0,-55.486361400092605,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
282,False,"{'a': 0.1, 'e': 0.9605008052718809}",30,0,-155.68208966751055,"{0: 15, 1: 3, 2: 10, 3: 1, 4: 1}",0
283,False,"{'a': 0.1, 'e': 0.9602220478624496}",20,0,-84.5414369705904,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
284,False,"{'a': 0.1, 'e': 0.9599423302310505}",20,0,-67.49884410107954,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
285,False,"{'a': 0.1, 'e': 0.9596616526574011}",25,0,-52.61510655863542,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
286,False,"{'a': 0.1, 'e': 0.959380015422179}",20,0,-44.384504964009196,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
287,False,"{'a': 0.1, 'e': 0.9590974188070215}",20,0,-181.8088332798949,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 3}",0
288,False,"{'a': 0.1, 'e': 0.9588138630945251}",20,0,-89.16211322067328,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
289,False,"{'a': 0.1, 'e': 0.9585293485682455}",30,0,-66.17942514958801,"{0: 23, 1: 1, 2: 3, 3: 3, 4: 0}",0
290,False,"{'a': 0.1, 'e': 0.9582438755126972}",30,0,-91.67039180396056,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
291,False,"{'a': 0.1, 'e': 0.9579574442133532}",30,0,-239.85969661976875,"{0: 17, 1: 2, 2: 3, 3: 5, 4: 3}",0
292,False,"{'a': 0.1, 'e': 0.9576700549566448}",20,0,-100.48981579706974,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
293,False,"{'a': 0.1, 'e': 0.9573817080299614}",25,0,-53.2307993991649,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
294,False,"{'a': 0.1, 'e': 0.9570924037216496}",20,10,-25.860831053544484,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
295,False,"{'a': 0.1, 'e': 0.9568021423210139}",20,0,-90.02125096207466,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
296,False,"{'a': 0.1, 'e': 0.9565109241183156}",30,0,-122.65543782774446,"{0: 20, 1: 3, 2: 3, 3: 3, 4: 1}",0
297,False,"{'a': 0.1, 'e': 0.9562187494047729}",25,0,-123.72513801063488,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
298,False,"{'a': 0.1, 'e': 0.9559256184725605}",20,15,-33.63738208660914,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
299,False,"{'a': 0.1, 'e': 0.9556315316148092}",30,0,-110.93604614838134,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
300,False,"{'a': 0.1, 'e': 0.955336489125606}",25,0,-187.48921317211853,"{0: 10, 1: 6, 2: 5, 3: 2, 4: 2}",0
301,False,"{'a': 0.1, 'e': 0.9550404912999932}",25,0,-243.23110124917588,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 5}",0
302,False,"{'a': 0.1, 'e': 0.9547435384339689}",30,0,-147.4955212301612,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
303,False,"{'a': 0.1, 'e': 0.9544456308244855}",20,0,-115.07955790666685,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
304,False,"{'a': 0.1, 'e': 0.9541467687694509}",20,9,-29.901418649626578,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
305,False,"{'a': 0.1, 'e': 0.9538469525677271}",20,0,-53.868679436833126,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
306,False,"{'a': 0.1, 'e': 0.9535461825191301}",20,0,-136.09864502281008,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
307,False,"{'a': 0.1, 'e': 0.9532444589244301}",35,0,-141.69108828885427,"{0: 17, 1: 6, 2: 11, 3: 1, 4: 0}",0
308,False,"{'a': 0.1, 'e': 0.9529417820853506}",25,0,-154.66708482635946,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
309,False,"{'a': 0.1, 'e': 0.9526381523045685}",20,2,-97.20999493130299,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 1}",1
310,False,"{'a': 0.1, 'e': 0.9523335698857134}",25,0,-146.20846085948202,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
311,False,"{'a': 0.1, 'e': 0.9520280351333678}",30,12,-60.65256977449501,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
312,False,"{'a': 0.1, 'e': 0.9517215483530664}",20,0,-20.092625667555467,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
313,False,"{'a': 0.1, 'e': 0.9514141098512959}",20,0,-192.90312846625727,"{0: 11, 1: 1, 2: 2, 3: 3, 4: 3}",0
314,False,"{'a': 0.1, 'e': 0.951105719935495}",20,15,-33.37280314164897,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
315,False,"{'a': 0.1, 'e': 0.9507963789140532}",20,0,-157.14162468420213,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
316,False,"{'a': 0.1, 'e': 0.9504860870963119}",25,0,-111.80067725891337,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
317,False,"{'a': 0.1, 'e': 0.9501748447925626}",20,0,-100.66767289959513,"{0: 11, 1: 5, 2: 1, 3: 2, 4: 1}",0
318,False,"{'a': 0.1, 'e': 0.9498626523140478}",20,0,-50.60348539775102,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
319,False,"{'a': 0.1, 'e': 0.9495495099729597}",20,0,-159.64553323926398,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
320,False,"{'a': 0.1, 'e': 0.9492354180824408}",20,0,-80.74680129473094,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
321,False,"{'a': 0.1, 'e': 0.948920376956583}",20,10,-26.515294761779323,"{0: 5, 1: 2, 2: 3, 3: 0, 4: 0}",1
322,False,"{'a': 0.1, 'e': 0.9486043869104273}",25,0,-74.66004606991864,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
323,False,"{'a': 0.1, 'e': 0.9482874482599637}",20,0,-71.35879559625037,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
324,False,"{'a': 0.1, 'e': 0.9479695613221308}",20,0,-85.48683288855752,"{0: 11, 1: 6, 2: 1, 3: 1, 4: 1}",0
325,False,"{'a': 0.1, 'e': 0.9476507264148157}",20,0,-103.93183327360032,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
326,False,"{'a': 0.1, 'e': 0.9473309438568531}",25,0,-118.08764552720929,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
327,False,"{'a': 0.1, 'e': 0.9470102139680256}",25,0,-165.37138618538089,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 3}",0
328,False,"{'a': 0.1, 'e': 0.9466885370690631}",25,0,-85.3893002630602,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
329,False,"{'a': 0.1, 'e': 0.9463659134816423}",35,13,-167.8942079288856,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 3}",1
330,False,"{'a': 0.1, 'e': 0.946042343528387}",20,0,-74.8275068617042,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
331,False,"{'a': 0.1, 'e': 0.9457178275328669}",25,0,-89.72710659317106,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
332,False,"{'a': 0.1, 'e': 0.9453923658195982}",20,0,-129.12379761417154,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
333,False,"{'a': 0.1, 'e': 0.9450659587140423}",25,0,-154.43791134810772,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
334,False,"{'a': 0.1, 'e': 0.9447386065426066}",30,0,-145.12828161049256,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
335,False,"{'a': 0.1, 'e': 0.944410309632643}",30,0,-119.56539788430253,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
336,False,"{'a': 0.1, 'e': 0.9440810683124485}",30,0,-125.57286747918069,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
337,False,"{'a': 0.1, 'e': 0.9437508829112643}",25,0,-154.93978262844357,"{0: 11, 1: 5, 2: 6, 3: 2, 4: 1}",0
338,False,"{'a': 0.1, 'e': 0.9434197537592759}",30,0,-207.74917310726264,"{0: 16, 1: 1, 2: 8, 3: 3, 4: 2}",0
339,False,"{'a': 0.1, 'e': 0.9430876811876123}",25,0,-224.38070620420754,"{0: 10, 1: 4, 2: 6, 3: 2, 4: 3}",0
340,False,"{'a': 0.1, 'e': 0.9427546655283462}",25,0,-103.3538690123332,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
341,False,"{'a': 0.1, 'e': 0.9424207071144931}",35,0,-146.97033100189415,"{0: 20, 1: 2, 2: 12, 3: 0, 4: 1}",0
342,False,"{'a': 0.1, 'e': 0.9420858062800114}",20,0,-76.04670172483938,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
343,False,"{'a': 0.1, 'e': 0.9417499633598019}",25,0,-78.43145081162162,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
344,False,"{'a': 0.1, 'e': 0.9414131786897075}",25,0,-55.612281952282586,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
345,False,"{'a': 0.1, 'e': 0.941075452606513}",25,0,-183.81969380605852,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
346,False,"{'a': 0.1, 'e': 0.9407367854479443}",20,0,-99.5216782673905,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
347,False,"{'a': 0.1, 'e': 0.9403971775526684}",20,9,-87.51699357962036,"{0: 6, 1: 0, 2: 2, 3: 2, 4: 1}",1
348,False,"{'a': 0.1, 'e': 0.9400566292602934}",20,0,-23.502100578640924,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
349,False,"{'a': 0.1, 'e': 0.9397151409113674}",30,0,-197.6722156990315,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 4}",0
350,False,"{'a': 0.1, 'e': 0.9393727128473789}",25,6,-114.43325320778915,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 2}",1
351,False,"{'a': 0.1, 'e': 0.9390293454107558}",30,0,-69.93242227083107,"{0: 17, 1: 6, 2: 7, 3: 0, 4: 0}",0
352,False,"{'a': 0.1, 'e': 0.9386850389448655}",25,0,-165.35697946624776,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
353,False,"{'a': 0.1, 'e': 0.9383397937940146}",20,0,-82.1450980928105,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
354,False,"{'a': 0.1, 'e': 0.937993610303448}",35,0,-108.6853493300874,"{0: 23, 1: 4, 2: 4, 3: 4, 4: 0}",0
355,False,"{'a': 0.1, 'e': 0.9376464888193493}",20,0,-49.50764257045974,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
356,False,"{'a': 0.1, 'e': 0.9372984296888399}",25,0,-87.92001854024384,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
357,False,"{'a': 0.1, 'e': 0.9369494332599789}",20,1,-25.838246148074365,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 0}",1
358,False,"{'a': 0.1, 'e': 0.9365994998817627}",25,0,-125.65984331474039,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
359,False,"{'a': 0.1, 'e': 0.9362486299041247}",25,0,-157.21137057093202,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
360,False,"{'a': 0.1, 'e': 0.9358968236779348}",25,0,-182.85668918173113,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
361,False,"{'a': 0.1, 'e': 0.9355440815549994}",25,0,-133.94885223966332,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
362,False,"{'a': 0.1, 'e': 0.9351904038880602}",25,0,-110.16470731730263,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
363,False,"{'a': 0.1, 'e': 0.9348357910307951}",25,0,-93.18694930077254,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
364,False,"{'a': 0.1, 'e': 0.9344802433378168}",30,7,-182.15254069238404,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 3}",1
365,False,"{'a': 0.1, 'e': 0.9341237611646731}",30,0,-96.63250895539352,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
